111,0,-2,-1,-2,-2,-1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,-1,1,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-2,0,-1,0,0,0,0,0,-2,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0
108,0,1,0,0,0,0,0,-2,1,0,0,0,1,0,1,-2,0,0,0,1,-1,0,0,-2,0,1,0,1,0,0,-1,-2,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,-2,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
107,1,1,0,-1,1,0,0,-2,-1,0,0,0,0,0,0,-2,0,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,-2,1,0,-1,0,0,0,0,-2,-1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
103,1,0,1,0,1,0,0,-1,0,0,1,0,0,1,1,-1,0,-1,0,0,0,0,1,-2,0,-1,0,-1,0,0,0,-2,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
101,0,-1,0,0,-1,0,0,-2,0,0,0,0,0,1,0,-2,0,0,-1,-1,0,1,1,-2,0,0,0,0,0,0,0,-2,0,0,1,0,0,0,0,-2,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0
95,3,0,1,1,0,0,0,-2,0,-1,0,1,0,0,0,-1,0,0,-1,1,-1,0,0,-2,0,-1,0,0,0,0,0,-2,0,0,0,-1,0,0,0,-2,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
90,2,-1,1,-1,-1,1,0,-3,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,-3,0,1,0,1,0,0,0,-2,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
80,5,-1,1,1,0,2,0,-8,4,-1,0,0,-1,1,-1,0,-1,0,0,0,-1,1,1,-4,1,-1,0,1,0,1,-1,-3,1,-1,0,0,0,0,0,-3,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67,3,0,1,-1,1,1,0,-6,-4,-2,0,1,-1,0,1,1,-1,-1,-2,0,-1,2,-1,-6,-1,0,0,1,0,0,1,-2,-1,-1,0,0,1,0,0,-3,-1,0,-1,0,0,0,0,-2,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
63,-4,0,-1,0,1,1,1,-12,4,5,-1,0,0,0,0,2,5,6,2,-1,-1,-1,0,-6,-3,2,1,0,-1,0,1,-6,-3,1,0,0,0,0,0,-3,-1,1,1,-1,0,0,0,-1,2,2,1,0,-1,0,0,-2,-1,0,0,0,0,0,0
71,5,-1,0,-1,-1,0,0,-6,-2,1,-1,-1,0,-1,-1,1,0,0,0,-1,0,0,0,-3,1,1,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
50,10,-6,4,-1,2,-1,1,-2,-1,-1,0,1,0,0,0,3,-1,-1,1,-2,1,1,0,0,-4,4,-2,1,-1,0,0,-6,2,0,0,2,0,1,0,-6,2,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
5,11,-4,1,-2,1,0,1,5,1,0,-1,1,0,0,0,1,1,0,-1,1,0,-1,0,15,2,-3,-1,-1,0,0,0,0,-5,0,1,1,0,0,0,-8,-1,0,-1,0,0,0,0,1,0,-1,1,0,0,-1,0,0,-1,0,0,0,0,0,0
-28,-4,3,-1,-1,1,0,-1,-2,2,1,-1,1,-1,-1,0,-4,1,1,-1,1,1,0,0,-2,1,1,2,1,0,0,0,-1,1,1,1,1,0,0,0,-2,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
-4,-7,-1,0,0,-1,0,0,-9,2,0,1,0,0,-1,0,0,0,-1,0,0,0,1,1,-2,-2,1,1,0,1,0,0,-3,0,1,0,1,0,0,0,-3,1,-1,0,0,0,0,0,-1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0
17,-5,-1,1,0,0,0,0,-9,-2,-1,0,0,0,0,0,-5,2,-1,1,1,0,0,0,-1,0,1,0,0,0,0,0,-2,0,0,0,0,0,0,0,-1,-2,0,1,0,0,0,0,-3,-1,0,0,0,0,0,0,-2,0,0,0,0,-1,0,0
22,1,-1,1,-1,0,0,0,-3,0,0,0,0,0,0,-1,-9,0,1,0,1,0,0,1,-3,2,1,0,1,0,0,0,-2,0,0,1,0,0,0,0,0,-1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,3,0,-1,-1,0,0,-9,1,4,0,-2,-1,1,0,-6,-1,4,1,-2,0,1,0,-4,-1,4,0,-2,0,0,0,-2,0,2,-1,-1,0,0,0,-1,1,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
11,-1,0,0,0,0,0,-1,-4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-3,-1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
3,3,0,1,0,-1,0,0,-13,3,1,1,0,-1,0,0,-5,0,2,0,-1,-1,0,1,0,-1,2,0,-1,0,0,0,-1,0,1,0,0,0,0,0,-2,0,1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,5,-4,-1,2,-1,1,-23,1,4,-3,-1,2,0,0,-5,1,-2,0,0,0,0,0,3,0,-5,4,1,-1,0,0,4,1,-4,4,2,-1,0,0,0,0,-1,1,0,-1,0,0,-4,1,1,-1,0,0,0,1,-3,0,1,-1,0,1,0,0
14,-3,-2,0,0,-1,-1,0,-10,-5,-1,0,0,-1,-1,-1,-6,-5,0,1,1,0,-1,-1,-5,-3,-1,0,0,0,0,0,-3,-1,0,1,0,0,0,0,-2,-1,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0
15,0,1,0,0,0,0,0,-7,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-2,-1,1,0,-1,0,0,0,-1,0,1,1,-1,0,0,0,-1,-1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
2,10,-2,1,-1,1,1,-1,-2,-7,1,1,1,-1,-1,1,4,-5,1,-1,1,-1,-1,0,-11,8,-1,0,-2,0,0,-1,3,-3,0,1,1,-1,0,0,-2,-1,1,-1,0,0,-1,0,-4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
1,-9,5,3,-1,-1,-1,0,0,3,-2,-2,-1,0,1,0,6,5,-3,-2,1,0,0,0,-10,-5,1,2,1,0,-1,-1,-1,0,1,2,-1,0,1,1,0,1,-1,1,0,-1,-1,0,-2,-1,0,0,1,1,0,0,-1,0,0,0,0,0,1,0
14,0,-2,1,1,1,-1,0,-6,-1,0,0,0,0,1,0,-1,-2,1,-1,0,0,0,0,-3,0,-1,-1,0,0,0,0,-3,-1,0,1,1,0,1,0,-3,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
0,4,1,0,0,1,0,-1,-4,2,-2,1,1,0,0,-1,1,0,1,-1,-1,0,1,0,0,1,-2,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
